,polyphony,repetitions,tone_span,scale_consistency
0,0.5589539511085844,555,75,0.684931506849315
1,0.4306523115896137,327,79,0.6842105263157895
2,0.42790319300386415,286,77,0.6756756756756757
3,0.6250684781417771,621,81,0.6753246753246753
4,0.41719242902208203,277,77,0.6710526315789473
5,0.42039800995024873,317,76,0.676056338028169
6,0.4430379746835443,348,80,0.6753246753246753
7,0.5685539307586551,476,83,0.6707317073170732
8,0.5607768724187967,462,80,0.675
9,0.43647875816993464,263,77,0.684931506849315
10,0.5441855099215506,561,77,0.684931506849315
11,0.4286567164179104,317,77,0.6666666666666666
12,0.4400871459694989,316,79,0.6710526315789473
13,0.4288386010847204,314,80,0.6708860759493671
14,0.4362085308056872,319,77,0.6753246753246753
15,0.42012261089073205,383,69,0.6764705882352942
16,0.5696514349057765,508,80,0.675
17,0.431662382176521,281,77,0.68
18,0.44394706111327364,343,78,0.6753246753246753
19,0.420028818443804,324,80,0.6753246753246753
20,0.6824283710679223,579,84,0.6829268292682927
21,0.4383251603168616,305,80,0.6753246753246753
22,0.4328097731239092,275,80,0.6842105263157895
23,0.4336248012718601,306,79,0.6708860759493671
24,0.43189964157706096,291,80,0.6842105263157895
25,0.43959603658536583,296,82,0.6753246753246753
26,0.5492877492877493,597,75,0.6986301369863014
27,0.42,331,70,0.6764705882352942
28,0.4276051188299817,319,80,0.6753246753246753
29,0.4288663663663664,306,79,0.6666666666666666
30,0.4264069264069264,290,67,0.6716417910447762
31,0.553391612260706,496,82,0.6790123456790124
32,0.41379310344827586,318,72,0.6811594202898551
33,0.40455510519204785,358,77,0.6865671641791045
34,0.6724098057354302,492,84,0.6785714285714286
35,0.42972103004291845,311,78,0.6842105263157895
36,0.5653690982444662,473,82,0.6666666666666666
37,0.5557459307306327,494,81,0.675
38,0.4211205307777368,281,79,0.6666666666666666
39,0.43819379115710255,301,79,0.6666666666666666
40,0.4104100355738626,351,75,0.6956521739130435
41,0.5544962638495233,424,82,0.6790123456790124
42,0.5710009111024339,394,82,0.675
43,0.5712416875613213,503,83,0.6707317073170732
44,0.562016471175443,442,79,0.6708860759493671
45,0.4264418811002662,315,76,0.68
46,0.42592931697491304,343,71,0.6764705882352942
47,0.43558045199922735,304,77,0.6753246753246753
48,0.4360767437690515,327,77,0.6666666666666666
49,0.4352866779089376,293,79,0.6794871794871795
50,0.43372844827586204,348,75,0.6756756756756757
51,0.44309500489715964,307,79,0.6753246753246753
52,0.6820245874404696,521,80,0.6666666666666666
53,0.5435492651061513,474,75,0.684931506849315
54,0.4219953430055526,321,77,0.6666666666666666
55,0.4339305711086226,294,78,0.68
56,0.43855574324324326,300,81,0.6875
57,0.5403877221324718,492,74,0.6712328767123288
58,0.6692959736284436,469,83,0.6790123456790124
59,0.5674362089914945,381,82,0.6790123456790124
60,0.41276911655530807,368,75,0.6857142857142857
61,0.43354929084223426,320,78,0.6883116883116883
62,0.4233423969880778,323,74,0.676056338028169
63,0.5751044644820761,480,83,0.675
64,0.4441386901485966,315,76,0.6842105263157895
65,0.4400656814449918,271,76,0.6756756756756757
66,0.42886075949367086,352,82,0.6835443037974683
67,0.4264854998986007,271,78,0.6710526315789473
68,0.6762426371809445,572,83,0.6666666666666666
69,0.5670091702574301,502,82,0.6707317073170732
70,0.626882115313992,543,81,0.6790123456790124
71,0.42283786183626354,353,79,0.6794871794871795
72,0.676757311441765,519,81,0.6707317073170732
73,0.6634254143646409,505,84,0.6707317073170732
74,0.4211479268513489,323,79,0.6794871794871795
75,0.4293213348331459,295,78,0.68
76,0.4207978311386522,313,76,0.6756756756756757
77,0.5466744457409568,582,79,0.6712328767123288
78,0.4321550741163056,347,78,0.6753246753246753
79,0.6277112334088701,688,82,0.6835443037974683
80,0.43354369860393954,274,79,0.6753246753246753
81,0.4328587075575027,242,78,0.6710526315789473
82,0.4260253382005583,254,74,0.6756756756756757
83,0.4233894945490585,283,79,0.68
84,0.43577823691460055,339,76,0.6753246753246753
85,0.6703910614525139,437,81,0.6707317073170732
86,0.43367533895199706,329,77,0.6753246753246753
87,0.42510729613733905,288,69,0.6865671641791045
88,0.42759242560865646,347,76,0.6756756756756757
89,0.6529399499582986,510,83,0.6746987951807228
90,0.5645727221279004,516,82,0.6707317073170732
91,0.4333680917622523,254,83,0.6666666666666666
92,0.4398006134969325,287,77,0.68
93,0.6756233877901978,494,83,0.6746987951807228
94,0.42446483180428135,303,74,0.6857142857142857
95,0.4310309489649518,309,80,0.6835443037974683
96,0.6621393977679512,690,79,0.6753246753246753
97,0.44014732965009207,322,78,0.6933333333333334
98,0.44083006169377453,303,77,0.6753246753246753
99,0.4355850206056262,334,77,0.6756756756756757
100,0.44683333333333336,328,77,0.6710526315789473
101,0.41127220747396365,309,77,0.6944444444444444
102,0.650560924136399,619,80,0.68
103,0.4108810393828664,312,68,0.703125
104,0.6420349907918969,584,83,0.6790123456790124
105,0.43596153846153846,301,80,0.6794871794871795
106,0.6707161125319693,514,81,0.6707317073170732
107,0.6522381276982504,587,77,0.6756756756756757
108,0.4291529366156232,293,77,0.68
109,0.43480057863194876,261,76,0.6756756756756757
110,0.4413447782546495,341,76,0.68
111,0.6554099089091313,453,82,0.6746987951807228
112,0.4168311501884084,406,73,0.6818181818181818
113,0.42677824267782427,278,76,0.6756756756756757
114,0.5414540816326531,550,75,0.6805555555555556
115,0.5463179628355127,469,74,0.676056338028169
116,0.5560364464692483,508,84,0.6785714285714286
117,0.4370951913640824,309,79,0.6666666666666666
118,0.561968793606495,432,83,0.675
119,0.42900485436893204,305,80,0.6708860759493671
120,0.6851749641240755,524,82,0.6746987951807228
121,0.6793472611994595,551,81,0.6707317073170732
122,0.5683663115169965,449,84,0.6785714285714286
123,0.4284694969675348,326,77,0.6666666666666666
124,0.6756544208515897,516,84,0.6705882352941176
