,polyphony,repetitions,tone_span,scale_consistency
0,0.5729216607536677,469,82,0.6707317073170732
1,0.407833056101618,254,80,0.6666666666666666
2,0.5744366036876849,374,84,0.6705882352941176
3,0.5449609035621199,359,84,0.6705882352941176
4,0.5088976195978738,347,82,0.6746987951807228
5,0.5776941080696042,378,83,0.6666666666666666
6,0.5866264559068219,362,86,0.6785714285714286
7,0.40608979338201023,305,83,0.675
8,0.5604588673005374,403,86,0.6823529411764706
9,0.4012121212121212,280,79,0.675
10,0.577779978215665,393,84,0.6785714285714286
11,0.4136310223266745,266,80,0.6666666666666666
12,0.5711645101663586,376,84,0.6705882352941176
13,0.5710758712372994,443,84,0.6705882352941176
14,0.4032772621809745,295,82,0.6829268292682927
15,0.5044897959183674,332,85,0.6666666666666666
16,0.5826754853851077,363,85,0.6744186046511628
17,0.5686403922308128,432,84,0.6785714285714286
18,0.3998583569405099,303,83,0.6790123456790124
19,0.5911151405258386,375,84,0.6705882352941176
20,0.4009871373018247,285,81,0.675
21,0.5878113407525172,358,84,0.6705882352941176
22,0.5921771642220305,448,84,0.6746987951807228
23,0.41450495721852504,307,80,0.6708860759493671
24,0.5660565061679268,477,81,0.6835443037974683
25,0.5775411613920931,403,84,0.6785714285714286
26,0.577637859246471,438,79,0.6708860759493671
27,0.5716395864106352,375,84,0.6705882352941176
28,0.40347142623219256,219,80,0.6708860759493671
29,0.5890635232481991,372,83,0.6666666666666666
30,0.4787331701346389,274,86,0.6829268292682927
31,0.5848818897637795,334,83,0.6666666666666666
32,0.5771014820681073,312,83,0.6746987951807228
33,0.4717577948486218,284,76,0.6712328767123288
34,0.41124078624078625,260,84,0.6707317073170732
35,0.5877470787375778,354,84,0.6785714285714286
36,0.5817061710347708,356,84,0.6705882352941176
37,0.5950259836674091,389,85,0.6823529411764706
38,0.406745726166641,283,82,0.6746987951807228
39,0.5811369000786782,378,83,0.6666666666666666
40,0.4027061855670103,242,85,0.6666666666666666
41,0.4074688796680498,305,82,0.6707317073170732
42,0.5859696071872312,438,83,0.6666666666666666
43,0.5887811489938484,400,84,0.6705882352941176
44,0.5647612511030493,386,86,0.6744186046511628
45,0.5809209848562893,365,83,0.6746987951807228
46,0.4093428345209818,276,83,0.6707317073170732
47,0.3895097600953658,304,80,0.675
48,0.5834089877439855,364,84,0.6785714285714286
49,0.5775584206285254,415,82,0.6746987951807228
50,0.5935096604764585,406,87,0.6781609195402298
51,0.5886135804804237,417,85,0.6785714285714286
52,0.4037887828162291,295,85,0.6666666666666666
53,0.585016835016835,352,81,0.6707317073170732
54,0.5884529977794226,407,86,0.6666666666666666
55,0.5900811720451395,398,84,0.6705882352941176
56,0.5930183505589538,366,84,0.6785714285714286
57,0.5828509011469143,368,84,0.6785714285714286
58,0.5819734968787647,372,84,0.6785714285714286
59,0.5784252297410192,383,84,0.6785714285714286
60,0.48399706816516,337,81,0.6707317073170732
61,0.5798159631926385,368,83,0.6666666666666666
62,0.5778550594570339,373,84,0.6785714285714286
63,0.5798204527712725,391,83,0.6666666666666666
64,0.574765852083109,390,83,0.6666666666666666
65,0.3970315398886827,292,80,0.6666666666666666
66,0.5759928000899989,418,78,0.6708860759493671
67,0.4030079803560467,265,78,0.6708860759493671
68,0.5786486775886069,351,83,0.6666666666666666
69,0.568781025923883,396,82,0.6794871794871795
70,0.5802109041956472,348,84,0.6705882352941176
71,0.5849381387842927,384,83,0.6746987951807228
72,0.5849433011339773,361,84,0.6705882352941176
73,0.41323122046602573,256,86,0.6829268292682927
74,0.5934190231362468,358,86,0.6744186046511628
75,0.5732596685082872,340,84,0.6746987951807228
76,0.5820291124001313,368,84,0.6785714285714286
77,0.5543297252289758,381,84,0.6705882352941176
78,0.5869586565845036,431,84,0.6705882352941176
79,0.40225211135439476,225,80,0.6666666666666666
80,0.4058672742808317,296,80,0.675
81,0.4088940225238233,272,84,0.6746987951807228
82,0.5912037498753366,405,84,0.6705882352941176
83,0.5807928314015779,403,85,0.6785714285714286
84,0.40329610460365023,305,80,0.6666666666666666
85,0.5681593134558257,371,84,0.6785714285714286
86,0.5823246878001921,393,85,0.6823529411764706
87,0.4086981158804363,294,84,0.6746987951807228
88,0.5800826067003213,359,84,0.6666666666666666
89,0.4056923076923077,301,84,0.675
90,0.5870142646335464,422,83,0.6666666666666666
91,0.5829436651079938,344,83,0.6666666666666666
92,0.5874508089199825,338,84,0.6785714285714286
93,0.4066253134485944,337,84,0.6785714285714286
94,0.5959436841587082,408,85,0.6705882352941176
95,0.403792526491913,309,80,0.675
96,0.41805869074492097,259,83,0.6707317073170732
97,0.5778664007976072,374,83,0.6666666666666666
98,0.5888973054864192,345,84,0.6705882352941176
99,0.5846639069584073,414,82,0.6746987951807228
100,0.5834921271687895,384,85,0.6744186046511628
101,0.5885962428018503,432,86,0.6705882352941176
102,0.5819641170915959,395,86,0.6744186046511628
103,0.5851754303452168,409,85,0.6705882352941176
104,0.5602667462924256,371,86,0.6744186046511628
105,0.5900602409638555,379,84,0.6705882352941176
106,0.4065856416054268,296,85,0.6785714285714286
107,0.5792259001764034,402,84,0.6707317073170732
108,0.5863793766833397,378,84,0.6785714285714286
109,0.584643472968861,388,84,0.6785714285714286
110,0.4071716858118597,265,82,0.6666666666666666
111,0.4131762652705061,255,84,0.6746987951807228
112,0.501680483979386,362,86,0.6744186046511628
113,0.4006916253195008,261,82,0.6790123456790124
114,0.5781897265948633,406,84,0.6705882352941176
115,0.5860802223987291,412,84,0.6705882352941176
116,0.5751130786257338,411,84,0.6705882352941176
117,0.5888529886914378,412,83,0.6666666666666666
118,0.4143565019418776,277,80,0.6666666666666666
119,0.44458580718122703,291,81,0.6707317073170732
120,0.5815994798439532,385,82,0.6746987951807228
121,0.5815080441946113,414,84,0.6705882352941176
122,0.5783346268987692,354,84,0.6785714285714286
123,0.5866082870568133,372,85,0.6705882352941176
124,0.48851434008427347,293,82,0.6707317073170732
