,polyphony,repetitions,tone_span,scale_consistency
0,0.4896694214876033,349,84,0.6785714285714286
1,0.4908208482802279,302,86,0.6744186046511628
2,0.5002399462520395,336,85,0.6744186046511628
3,0.4939275037369208,347,85,0.6744186046511628
4,0.49540770609318996,284,83,0.6666666666666666
5,0.4948742746615087,328,84,0.6705882352941176
6,0.5024514610707982,324,84,0.6705882352941176
7,0.4969664715274082,294,84,0.6705882352941176
8,0.5076162215628091,384,85,0.6705882352941176
9,0.5020220069594659,335,85,0.6744186046511628
10,0.5042865890998163,321,86,0.6744186046511628
11,0.500875656742557,322,85,0.6744186046511628
12,0.5012298747763864,307,84,0.6705882352941176
13,0.49188029823307117,356,85,0.6744186046511628
14,0.5102856001597763,293,86,0.6744186046511628
15,0.49752196440639784,282,85,0.6744186046511628
16,0.49362922064132514,284,84,0.6705882352941176
17,0.5002433563710698,329,86,0.6666666666666666
18,0.48947829899167034,280,85,0.6744186046511628
19,0.5094233789544537,255,85,0.6744186046511628
20,0.48548404901203224,297,85,0.6705882352941176
21,0.5002329699002889,357,84,0.6705882352941176
22,0.48993580676748993,301,85,0.6744186046511628
23,0.48942799910972623,274,84,0.6705882352941176
24,0.5020251113811259,294,85,0.6744186046511628
25,0.4985518079043259,331,85,0.6705882352941176
26,0.4860035735556879,293,86,0.6666666666666666
27,0.4723058063078123,326,86,0.6744186046511628
28,0.49573604060913706,362,85,0.6744186046511628
29,0.49315823307925427,356,85,0.6744186046511628
30,0.49716333233801135,302,84,0.6705882352941176
31,0.4918446601941748,349,84,0.6705882352941176
32,0.4907153729071537,338,83,0.6666666666666666
33,0.48843743246163823,292,86,0.6744186046511628
34,0.49607617453175684,319,87,0.6781609195402298
35,0.4991522230595328,353,85,0.6744186046511628
36,0.49537434430138294,277,84,0.6705882352941176
37,0.4925883694412771,412,85,0.6746987951807228
38,0.5023115577889448,321,86,0.6666666666666666
39,0.4904735982580294,247,84,0.6705882352941176
40,0.48776885442629003,325,87,0.6704545454545454
41,0.5013243218558773,317,86,0.6666666666666666
42,0.4941594243528642,333,86,0.6744186046511628
43,0.5028133488552581,343,85,0.6744186046511628
44,0.48495486459378134,336,86,0.6666666666666666
45,0.4971585341955712,293,84,0.6705882352941176
46,0.49665371329879104,292,85,0.6744186046511628
47,0.5031405268585357,383,87,0.6704545454545454
48,0.49855266087731015,304,86,0.6744186046511628
49,0.4991093297706524,272,84,0.6705882352941176
50,0.48893696528665553,324,84,0.6705882352941176
51,0.4878869448183042,343,84,0.6705882352941176
52,0.4904704907467084,321,85,0.6744186046511628
53,0.5015801814660006,317,86,0.6666666666666666
54,0.4989943492002682,302,83,0.6666666666666666
55,0.5088307844104588,304,85,0.6744186046511628
56,0.4948818897637795,330,84,0.6705882352941176
57,0.4976867151354924,311,87,0.6781609195402298
58,0.500571547334511,307,85,0.6744186046511628
59,0.5002562262990673,266,85,0.6744186046511628
60,0.4923206395960446,301,86,0.6666666666666666
61,0.4896686159844055,307,86,0.6666666666666666
62,0.4935752078609221,332,85,0.6744186046511628
63,0.5080697224015494,314,83,0.6666666666666666
64,0.4999449035812672,284,87,0.6744186046511628
65,0.504296875,306,85,0.6744186046511628
66,0.4984999516113423,324,86,0.6744186046511628
67,0.5037859143242402,274,87,0.6744186046511628
68,0.49369333858888453,294,87,0.6781609195402298
69,0.49927501208313196,335,85,0.6705882352941176
70,0.49786800148312943,342,86,0.6744186046511628
71,0.5063430226750575,319,85,0.6744186046511628
72,0.5032184778492995,290,87,0.6744186046511628
73,0.49563046192259674,325,84,0.6785714285714286
74,0.49185791829349584,355,84,0.6705882352941176
75,0.4938683410183459,313,86,0.6744186046511628
76,0.49652810805669173,317,86,0.6666666666666666
77,0.49810625447845225,305,86,0.6744186046511628
78,0.49830711013742285,337,83,0.6666666666666666
79,0.5003408316291752,297,86,0.6666666666666666
80,0.5046700813498042,336,84,0.6705882352941176
81,0.5043155452436194,357,86,0.6666666666666666
82,0.49869451697127937,299,84,0.6705882352941176
83,0.5006498329001114,376,86,0.6666666666666666
84,0.5106135811595733,281,86,0.6666666666666666
85,0.49989309386358777,292,85,0.6744186046511628
86,0.5000474428313881,351,84,0.6705882352941176
87,0.5014135702746365,305,85,0.6705882352941176
88,0.5077680939749906,351,84,0.6705882352941176
89,0.509180790960452,313,85,0.6744186046511628
90,0.49280335525688684,333,83,0.6666666666666666
91,0.4961988904869529,320,84,0.6705882352941176
92,0.5009631849315068,272,85,0.6744186046511628
93,0.5043613103314596,342,87,0.6781609195402298
94,0.4957611152976639,345,86,0.6744186046511628
95,0.5000537923614846,304,84,0.6705882352941176
96,0.4892522883883575,304,85,0.6744186046511628
97,0.48695054945054944,317,86,0.6744186046511628
