bins,z_score,p_val,significant
0,-6.292955831995667,3.114769887658467e-10,True
1,1.419904585617662,0.15563546075803855,False
2,3.7031176282662654,0.00021296607486092535,True
3,2.6835882863313776,0.0072836741310499204,True
4,3.994677309684806,6.478242492632285e-05,True
5,1.002006020070253,0.31634068532105364,False
6,1.419904585617662,0.15563546075803855,False
7,4.134491152973616,3.5574195649950636e-05,True
8,3.994677309684806,6.478242492632285e-05,True
9,1.419904585617662,0.15563546075803855,False
10,2.4794235184023234,0.013159494860408696,True
11,3.5503580124836316,0.00038470759403592996,True
12,1.002006020070253,0.31634068532105364,False
13,1.419904585617662,0.15563546075803855,False
14,-9.160461419942148,5.167588076492972e-20,True
15,1.002006020070253,0.31634068532105364,False
16,1.002006020070253,0.31634068532105364,False
17,2.6835882863313776,0.0072836741310499204,True
18,1.7425375883933072,0.08141442011758705,False
19,2.0161945963637797,0.04377963126225312,True
