,polyphony,repetitions,tone_span,scale_consistency
0,0.42297511911064056,1113,85,0.675
1,0.39990900818926295,874,73,0.6712328767123288
2,0.427540500736377,887,79,0.6710526315789473
3,0.42707100591715974,848,79,0.6756756756756757
4,0.3651792245793709,1055,72,0.676056338028169
5,0.47918017901154497,822,77,0.6842105263157895
6,0.4105295191722459,1039,73,0.6805555555555556
7,0.480881752619404,1081,79,0.6753246753246753
8,0.4578313253012048,732,83,0.6842105263157895
9,0.4417808219178082,1174,79,0.68
10,0.3741741741741742,692,77,0.6805555555555556
11,0.47439695302581464,995,83,0.691358024691358
12,0.38844690418540295,842,76,0.68
13,0.40966746657524855,606,75,0.6756756756756757
14,0.5138242142025611,670,83,0.6790123456790124
15,0.36791248860528714,771,82,0.6794871794871795
16,0.45160822949869606,986,80,0.6710526315789473
17,0.45572126171307903,1078,79,0.6708860759493671
18,0.4639514959799657,1052,71,0.6666666666666666
19,0.40061909416748126,833,72,0.6857142857142857
20,0.4803010890454837,729,80,0.6835443037974683
21,0.4762581745806085,797,75,0.68
22,0.4287123828317711,699,74,0.6712328767123288
23,0.4209363957597173,1004,75,0.68
24,0.3626516464471404,1027,75,0.68
25,0.42258992805755397,790,75,0.68
26,0.45523863315447616,1021,74,0.6666666666666666
27,0.48622677770659833,914,76,0.6710526315789473
28,0.4499439147504206,940,75,0.6756756756756757
29,0.4655772836860434,889,78,0.6794871794871795
30,0.4417500641519117,1118,79,0.6708860759493671
31,0.43807951225708114,1213,77,0.6666666666666666
32,0.37423022264329703,893,75,0.6805555555555556
33,0.4213421342134213,907,78,0.6842105263157895
34,0.4831657890537737,651,79,0.684931506849315
35,0.47607449856733525,821,77,0.6842105263157895
36,0.41460727215488746,862,79,0.6794871794871795
37,0.4397448342809596,1011,76,0.68
38,0.47360042451578666,854,82,0.6753246753246753
39,0.4120577977080219,788,77,0.6756756756756757
40,0.4305627258647393,1125,77,0.6753246753246753
41,0.395165987186954,1026,82,0.6753246753246753
42,0.46946216955332726,794,80,0.6883116883116883
43,0.39025115173131225,980,72,0.6714285714285714
44,0.4521920124886171,1153,74,0.6756756756756757
45,0.46608587429993775,804,72,0.6712328767123288
46,0.4012678288431062,877,75,0.6756756756756757
47,0.36464646464646466,897,81,0.6933333333333334
48,0.4385599110369753,819,79,0.68
49,0.4325344952795933,946,83,0.6666666666666666
50,0.45470825249962693,806,78,0.6710526315789473
51,0.4045285569449138,842,75,0.6944444444444444
52,0.4579374913947405,1095,76,0.676056338028169
