,polyphony,repetitions,tone_span,scale_consistency
0,0.5766636690647482,332,83,0.6666666666666666
1,0.40294438386041437,297,83,0.6666666666666666
2,0.4084507042253521,374,77,0.68
3,0.5796373779637378,442,85,0.6744186046511628
4,0.5907542579075425,417,85,0.6744186046511628
5,0.4098312972658522,283,81,0.6875
6,0.5841068598596333,303,84,0.6705882352941176
7,0.49089008363201914,325,81,0.6790123456790124
8,0.5790779408724416,406,84,0.6705882352941176
9,0.5811496196111581,378,85,0.6823529411764706
10,0.5796639012975963,337,84,0.6705882352941176
11,0.5859645328719724,321,84,0.6705882352941176
12,0.38929630207520677,284,80,0.6708860759493671
13,0.4057679409792086,296,81,0.6707317073170732
14,0.5829710529106139,352,82,0.6746987951807228
15,0.5814919927022096,377,85,0.6823529411764706
16,0.39814814814814814,280,79,0.6708860759493671
17,0.5899138016447043,409,85,0.6785714285714286
18,0.5924234561494551,351,84,0.6705882352941176
19,0.5877562751484959,440,84,0.6705882352941176
20,0.4940706821650816,352,84,0.6785714285714286
21,0.39554166100312627,353,81,0.6790123456790124
22,0.5969220694171579,369,84,0.6705882352941176
23,0.5691089912725796,483,83,0.6790123456790124
24,0.5877862595419847,397,84,0.6705882352941176
25,0.3982084690553746,289,79,0.675
26,0.5893462469733656,429,84,0.6785714285714286
27,0.5861370085123632,378,84,0.6705882352941176
28,0.5635665529010239,365,82,0.6829268292682927
29,0.5756837559517218,375,85,0.6823529411764706
30,0.5838220236433026,441,85,0.6744186046511628
31,0.5868600177567328,405,85,0.6744186046511628
32,0.41239228559704555,289,81,0.6790123456790124
33,0.583462475094089,370,84,0.6746987951807228
34,0.3961713173264114,259,83,0.6666666666666666
35,0.41499551032624965,257,79,0.6708860759493671
36,0.5822701275846899,357,83,0.6746987951807228
37,0.5799543428633547,331,83,0.6666666666666666
38,0.5810770005032713,384,84,0.6705882352941176
39,0.5883073155800429,385,85,0.6705882352941176
40,0.5616175199308424,376,83,0.6746987951807228
41,0.5864858705560619,342,84,0.6705882352941176
42,0.4009768394517095,247,84,0.6746987951807228
43,0.40633498640217564,246,80,0.6708860759493671
44,0.5701307334367383,361,81,0.6707317073170732
45,0.5533233195644011,394,85,0.6705882352941176
46,0.40032232070910556,233,81,0.6790123456790124
47,0.49374303060339486,357,81,0.6666666666666666
48,0.5887327037118384,348,83,0.6666666666666666
49,0.5794789503492543,440,83,0.6746987951807228
50,0.5848023752087586,384,85,0.6744186046511628
51,0.5772597827233414,375,85,0.6705882352941176
52,0.584559585492228,379,84,0.6785714285714286
