,polyphony,repetitions,tone_span,scale_consistency
0,0.6387269425594954,472,83,0.6746987951807228
1,0.43106107341147437,306,80,0.675
2,0.4174496644295302,288,77,0.6753246753246753
3,0.4132322753829149,297,80,0.6708860759493671
4,0.4152153987167736,308,79,0.6708860759493671
5,0.6334262909895182,480,84,0.6705882352941176
6,0.41624097234454815,311,74,0.6666666666666666
7,0.4166666666666667,287,79,0.6708860759493671
8,0.6270582571015888,498,86,0.6744186046511628
9,0.5181896658034283,388,82,0.6707317073170732
10,0.6356001399743381,393,82,0.6746987951807228
11,0.6369142492827542,412,81,0.6707317073170732
12,0.6308912218003128,377,85,0.6705882352941176
13,0.4206161137440758,300,80,0.6835443037974683
14,0.6396496285619249,381,81,0.6707317073170732
15,0.6313039527487506,461,84,0.6746987951807228
16,0.6248165292988597,407,81,0.6707317073170732
17,0.41785833056202193,310,79,0.6753246753246753
18,0.4066010022464144,296,84,0.6829268292682927
19,0.6321156432093231,400,84,0.6705882352941176
20,0.6220801859384079,370,82,0.6746987951807228
21,0.6378099626947553,426,84,0.6705882352941176
22,0.4151873767258383,257,80,0.6708860759493671
23,0.6219388330888161,399,81,0.6707317073170732
24,0.41598207617625094,343,79,0.6794871794871795
25,0.6339392728725529,442,86,0.6744186046511628
26,0.4133637320238513,284,78,0.68
27,0.6242791807516405,488,84,0.6705882352941176
28,0.6322878970647366,491,86,0.6744186046511628
29,0.5218614718614719,393,86,0.6785714285714286
30,0.42565411614550097,310,80,0.6794871794871795
31,0.42297769008954317,360,83,0.675
32,0.6143867924528302,523,76,0.68
33,0.6083114865520924,571,77,0.68
34,0.4369978086194302,273,80,0.6708860759493671
35,0.6248307467972086,421,84,0.6705882352941176
36,0.6242417677642981,423,82,0.6746987951807228
37,0.432756109402816,281,77,0.6753246753246753
38,0.6267384021926707,446,85,0.6744186046511628
39,0.6296296296296297,371,83,0.6666666666666666
40,0.4142389780339617,285,83,0.6875
41,0.4229060391640612,287,77,0.6666666666666666
42,0.5696764396682631,384,82,0.6746987951807228
43,0.6299736044579137,465,85,0.6744186046511628
44,0.5824793388429752,437,84,0.6785714285714286
45,0.4134191176470588,277,81,0.675
46,0.6380662020905923,430,82,0.6746987951807228
47,0.6219174925097949,442,78,0.6883116883116883
48,0.6291214027063083,486,84,0.6705882352941176
49,0.4076533286737725,276,75,0.6756756756756757
50,0.6212054553453585,504,75,0.684931506849315
51,0.42456203074722915,250,83,0.6708860759493671
52,0.503523303251329,389,83,0.6829268292682927
53,0.42357096981374437,294,81,0.6835443037974683
54,0.4317380352644836,286,81,0.6708860759493671
55,0.6383751651254954,390,83,0.6666666666666666
56,0.6279554937413073,447,81,0.6707317073170732
57,0.6277013752455796,471,84,0.6785714285714286
58,0.6392405063291139,470,84,0.6785714285714286
59,0.6265990295544773,404,84,0.6746987951807228
60,0.4202996128597879,273,80,0.6708860759493671
61,0.4219158960041878,280,83,0.675
62,0.41511771995043373,312,79,0.6794871794871795
63,0.6373204800314775,430,83,0.6666666666666666
64,0.40737636211232187,321,80,0.6666666666666666
65,0.6389839294971488,450,85,0.6823529411764706
66,0.4107142857142857,223,79,0.6753246753246753
67,0.39201921300572695,284,81,0.6794871794871795
68,0.6291995022812111,443,84,0.6785714285714286
69,0.41573403554970373,287,80,0.6708860759493671
70,0.5150932050511124,397,83,0.6746987951807228
71,0.6293182048424678,439,82,0.6746987951807228
72,0.6260571428571429,398,85,0.6705882352941176
73,0.6243444055944056,445,84,0.6785714285714286
74,0.6226869593780795,420,82,0.6746987951807228
75,0.42574568288854003,274,79,0.6835443037974683
76,0.5040452177767927,439,82,0.6707317073170732
77,0.5886358300070439,377,84,0.6666666666666666
78,0.4138313024212692,284,83,0.6707317073170732
79,0.6278696051423324,376,81,0.6666666666666666
80,0.5142326732673267,353,83,0.6707317073170732
81,0.6423611111111112,377,85,0.6823529411764706
82,0.417554632472458,287,78,0.6708860759493671
